,Model,label,raw,block,canon,difficulty_score,normal_mean,expert_mean,average_mean,mean_diff_normed,ranking_1,ranking_2,ranking_3,ranking_4,ranking_5,ranking_6,ranking_7,expert_1,expert_2
1691,OpenAI: o3 w/ GPT-image-1 - Multiple Context - High Reasoning (2025-07-22),trident,Trident,36,Broom,0.5772467939690892,3.2,4.0,3.6,1.521911541711279,4.0,4.0,3.0,3.0,2.0,,,5.0,3.0
1692,OpenAI: o3 w/ GPT-image-1 - Multiple Context - High Reasoning (2025-07-22),anchor,Anchor,37,Clubs symbol,0.6776882472823819,1.1666666666666667,1.0,1.0833333333333335,0.3491710654440864,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,1.0
1693,OpenAI: o3 w/ GPT-image-1 - Multiple Context - High Reasoning (2025-07-22),clover,Clover,38,Clubs symbol - Ice cream,0.5910450288294253,1.0,2.5,1.75,0.7156711995485057,1.0,1.0,1.0,1.0,,,,2.0,3.0
1694,OpenAI: o3 w/ GPT-image-1 - Multiple Context - High Reasoning (2025-07-22),butterfly,Butterfly,39,Clubs symbol - Ice cream,0.6294757245258944,1.0,1.0,1.0,0.3705242754741056,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1695,OpenAI: o3 w/ GPT-image-1 - Multiple Context - High Reasoning (2025-07-22),ep,EP,40,Mug,0.6494578485259365,2.0,1.0,1.5,0.5258132272110954,4.0,2.0,1.0,2.0,1.0,,,1.0,1.0
1696,OpenAI: o3 w/ GPT-image-1 - Multiple Context - High Reasoning (2025-07-22),parking sign,Parking sign,41,Mug,0.6527248385613104,1.3333333333333333,1.5,1.4166666666666665,0.49197314537147696,1.0,1.0,2.0,2.0,1.0,1.0,,1.0,2.0
1697,OpenAI: o3 w/ GPT-image-1 - Multiple Context - High Reasoning (2025-07-22),grid,Grid,42,Window - Grid,0.4461387803125867,4.0,5.0,4.5,2.49237548859336,4.0,5.0,5.0,4.0,3.0,3.0,,5.0,5.0
1698,OpenAI: o3 w/ GPT-image-1 - Multiple Context - High Reasoning (2025-07-22),power button,power button,43,Mouse,0.7158409820449328,2.8333333333333335,1.0,1.9166666666666667,0.544638117747212,4.0,3.0,2.0,3.0,2.0,3.0,,1.0,1.0
1699,OpenAI: o3 w/ GPT-image-1 - Multiple Context - High Reasoning (2025-07-22),dollar sign,Dollar sign,44,Computer Mouse,0.7324056829010255,1.1666666666666667,1.0,1.0833333333333335,0.2898938435238891,1.0,1.0,2.0,1.0,1.0,1.0,,1.0,1.0
1700,OpenAI: o3 w/ GPT-image-1 - Multiple Context - High Reasoning (2025-07-22),power button,Power button,45,Clock,0.5855004902475762,1.4,1.5,1.45,0.6010242891410145,1.0,1.0,2.0,1.0,2.0,,,1.0,2.0
1701,OpenAI: o3 w/ GPT-image-1 - Multiple Context - High Reasoning (2025-07-22),number 8,number 8,46,Lightbulb - Ice Cream,0.7069768704241428,1.0,1.0,1.0,0.2930231295758572,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0
1702,OpenAI: o3 w/ GPT-image-1 - Multiple Context - High Reasoning (2025-07-22),dollar sign,Dollar sign,47,Computer Mouse,0.8511684216890806,1.3333333333333333,1.0,1.1666666666666665,0.1736368413627393,1.0,1.0,2.0,1.0,2.0,1.0,,1.0,1.0
1703,OpenAI: o3 w/ GPT-image-1 - Multiple Context - High Reasoning (2025-07-22),corner bracket,Corner bracket,48,Letter T,0.6196442811846602,3.0,1.5,2.25,0.8558003673345146,2.0,3.0,4.0,3.0,3.0,3.0,,1.0,2.0
1704,OpenAI: o3 w/ GPT-image-1 - Multiple Context - High Reasoning (2025-07-22),ice cream,Ice cream,49,Heart,0.5711914979083924,2.0,3.0,2.5,1.072021255229019,2.0,2.0,3.0,1.0,2.0,2.0,,3.0,3.0
1705,OpenAI: o3 w/ GPT-image-1 - Multiple Context - High Reasoning (2025-07-22),anchor,Anchor,50,Stick Figure,0.6767454424369007,1.1666666666666667,1.0,1.0833333333333335,0.35019243736002426,1.0,1.0,1.0,2.0,1.0,1.0,,1.0,1.0
1706,OpenAI: o3 w/ GPT-image-1 - Multiple Context - High Reasoning (2025-07-22),house,House,51,Television,0.6344956971999075,1.2,1.0,1.1,0.40205473308010176,2.0,1.0,1.0,1.0,1.0,,,1.0,1.0
1707,OpenAI: o3 w/ GPT-image-1 - Multiple Context - High Reasoning (2025-07-22),letter f,Letter F,52,Letter F,0.6853657836486973,5.0,5.0,5.0,1.5731710817565137,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
1708,OpenAI: o3 w/ GPT-image-1 - Multiple Context - High Reasoning (2025-07-22),pistol,Pistol,53,Sailboat,0.6746837943221582,1.0,1.0,1.0,0.3253162056778418,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0
1709,OpenAI: o3 w/ GPT-image-1 - Multiple Context - High Reasoning (2025-07-22),lowercase f,lowercase f,54,Music Note,0.5702566768448688,1.0,1.0,1.0,0.4297433231551312,1.0,1.0,1.0,1.0,,,,1.0,1.0
1710,OpenAI: o3 w/ GPT-image-1 - Multiple Context - High Reasoning (2025-07-22),martini glass,Martini glass,55,Yield Sign - Martini Glass,0.5813663731940197,4.2,5.0,4.6,1.9257146833075092,5.0,4.0,5.0,5.0,2.0,,,5.0,5.0
1711,OpenAI: o3 w/ GPT-image-1 - Multiple Context - High Reasoning (2025-07-22),circled k,Circled k,56,Clock,0.5874327098174441,1.0,1.0,1.0,0.4125672901825559,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0
1712,OpenAI: o3 w/ GPT-image-1 - Multiple Context - High Reasoning (2025-07-22),letter z,Letter Z,57,Hourglass,0.4898972947782638,1.75,1.0,1.375,0.7013912196798873,1.0,2.0,3.0,1.0,,,,1.0,1.0
1713,OpenAI: o3 w/ GPT-image-1 - Multiple Context - High Reasoning (2025-07-22),umbrella,Umbrella,58,Umbrella,0.4292901565322177,4.833333333333333,5.0,4.916666666666666,2.805990063716596,5.0,5.0,5.0,4.0,5.0,5.0,,5.0,5.0
1714,OpenAI: o3 w/ GPT-image-1 - Multiple Context - High Reasoning (2025-07-22),up arrow,Up arrow,59,Pine tree,0.5752668834094511,4.0,4.0,4.0,1.6989324663621956,4.0,4.0,5.0,3.0,4.0,,,4.0,4.0
1715,OpenAI: o3 w/ GPT-image-1 - Multiple Context - High Reasoning (2025-07-23),ladder,Ladder,1,Ladder,0.4751185628015861,5.0,5.0,5.0,2.6244071859920695,5.0,5.0,5.0,5.0,5.0,5.0,,5.0,5.0
1716,OpenAI: o3 w/ GPT-image-1 - Multiple Context - High Reasoning (2025-07-23),ladder,Ladder,2,Ladder,0.6610531487654556,4.5,5.0,4.75,1.6099975433640858,5.0,4.0,4.0,5.0,4.0,5.0,,5.0,5.0
1717,OpenAI: o3 w/ GPT-image-1 - Multiple Context - High Reasoning (2025-07-23),glasses,glasses,3,Glasses,0.6845673981674806,2.8333333333333335,5.0,3.916666666666667,1.235444357177368,2.0,2.0,4.0,2.0,5.0,2.0,,5.0,5.0
1718,OpenAI: o3 w/ GPT-image-1 - Multiple Context - High Reasoning (2025-07-23),glasses,Glasses,4,Glasses,0.5468725449723439,1.8333333333333333,4.5,3.1666666666666665,1.4349036075875774,1.0,3.0,1.0,3.0,2.0,1.0,,5.0,4.0
1719,OpenAI: o3 w/ GPT-image-1 - Multiple Context - High Reasoning (2025-07-23),eyeglasses,Eyeglasses,5,Glasses,0.5451123909099757,2.2,5.0,3.6,1.6375953927240876,3.0,2.0,2.0,1.0,3.0,,,5.0,5.0
1720,OpenAI: o3 w/ GPT-image-1 - Multiple Context - High Reasoning (2025-07-23),infinity sign,Infinity sign,6,Glasses,0.6296458064862441,1.8333333333333333,1.0,1.4166666666666665,0.524668440811154,2.0,2.0,4.0,1.0,1.0,1.0,,1.0,1.0
1721,OpenAI: o3 w/ GPT-image-1 - Multiple Context - High Reasoning (2025-07-23),christmas tree,Christmas tree,7,Pine Tree,0.5548532022011824,2.25,4.0,3.125,1.391083743121305,3.0,1.0,2.0,3.0,,,,4.0,4.0
1722,OpenAI: o3 w/ GPT-image-1 - Multiple Context - High Reasoning (2025-07-23),butterfly,Butterfly,8,Butterfly,0.6411043581205884,3.3333333333333335,5.0,4.166666666666667,1.4953985078308818,3.0,3.0,5.0,3.0,4.0,2.0,,5.0,5.0
1723,OpenAI: o3 w/ GPT-image-1 - Multiple Context - High Reasoning (2025-07-23),butterfly,Butterfly,9,Butterfly,0.6425347026663212,3.2,5.0,4.1,1.465607719068083,2.0,4.0,1.0,5.0,4.0,,,5.0,5.0
1724,OpenAI: o3 w/ GPT-image-1 - Multiple Context - High Reasoning (2025-07-23),fork,Fork,10,Comb - Pitchfork,0.6756697358651155,3.5,4.5,4.0,1.297321056539538,4.0,2.0,3.0,4.0,4.0,4.0,,5.0,4.0
1725,OpenAI: o3 w/ GPT-image-1 - Multiple Context - High Reasoning (2025-07-23),trident,Trident,11,Comb - Pitchfork,0.6226273261756372,4.5,5.0,4.75,1.7925202006657233,4.0,5.0,5.0,3.0,5.0,5.0,,5.0,5.0
1726,OpenAI: o3 w/ GPT-image-1 - Multiple Context - High Reasoning (2025-07-23),table lamp,Table lamp,12,Goblet,0.6350097299355925,2.0,5.0,3.5,1.2774659452254264,1.0,3.0,1.0,4.0,1.0,,,5.0,5.0
1727,OpenAI: o3 w/ GPT-image-1 - Multiple Context - High Reasoning (2025-07-23),wine glass,Wine glass,13,Goblet,0.6759272535859652,5.0,5.0,5.0,1.620363732070174,5.0,5.0,5.0,5.0,5.0,5.0,,5.0,5.0
1728,OpenAI: o3 w/ GPT-image-1 - Multiple Context - High Reasoning (2025-07-23),headphones,Headphones,14,Computer Mouse,0.7418457479906454,4.666666666666667,5.0,4.833333333333334,1.2477455513785474,5.0,4.0,5.0,4.0,5.0,5.0,,5.0,5.0
1729,OpenAI: o3 w/ GPT-image-1 - Multiple Context - High Reasoning (2025-07-23),house,House,15,House,0.5604145691220367,3.6666666666666665,4.5,4.083333333333333,1.7949738427516835,3.0,5.0,4.0,3.0,3.0,4.0,,5.0,4.0
1730,OpenAI: o3 w/ GPT-image-1 - Multiple Context - High Reasoning (2025-07-23),house,House,60,House,0.5476538878373272,3.5,5.0,4.25,1.9224709766913595,4.0,4.0,4.0,2.0,4.0,3.0,,5.0,5.0
1731,OpenAI: o3 w/ GPT-image-1 - Multiple Context - High Reasoning (2025-07-23),bookmark,Bookmark,16,Ice cream,0.5213069155657604,1.2,2.0,1.6,0.7659089350947834,1.0,1.0,1.0,1.0,2.0,,,2.0,2.0
1732,OpenAI: o3 w/ GPT-image-1 - Multiple Context - High Reasoning (2025-07-23),slingshot,Slingshot,17,Ice cream,0.6339653089357414,1.5,3.0,2.25,0.8235780548945818,1.0,1.0,1.0,1.0,2.0,3.0,,2.0,4.0
1733,OpenAI: o3 w/ GPT-image-1 - Multiple Context - High Reasoning (2025-07-23),wine glass,Wine glass,18,Ice cream,0.6847597069012321,1.5,1.0,1.25,0.39405036637345986,2.0,1.0,2.0,1.0,,,,1.0,1.0
1734,OpenAI: o3 w/ GPT-image-1 - Multiple Context - High Reasoning (2025-07-23),database,Database,19,Computer Mouse,0.859309544470196,1.4,1.0,1.2,0.16882854663576477,3.0,1.0,1.0,1.0,1.0,,,1.0,1.0
1735,OpenAI: o3 w/ GPT-image-1 - Multiple Context - High Reasoning (2025-07-23),toilet,Toilet,20,Crystal ball - Person Outline,0.6219390375192231,2.0,4.0,3.0,1.1341828874423308,2.0,3.0,2.0,2.0,1.0,,,3.0,5.0
1736,OpenAI: o3 w/ GPT-image-1 - Multiple Context - High Reasoning (2025-07-23),padlock,Padlock,21,Crystal ball - Person Outline,0.7380031106155932,1.6,3.0,2.3,0.6025928455841356,2.0,2.0,2.0,1.0,1.0,,,3.0,3.0
1737,OpenAI: o3 w/ GPT-image-1 - Multiple Context - High Reasoning (2025-07-23),play button,Play button,22,Fish,0.7208342020855323,2.5,1.0,1.75,0.4885401463503185,4.0,2.0,2.0,4.0,2.0,1.0,,1.0,1.0
1738,OpenAI: o3 w/ GPT-image-1 - Multiple Context - High Reasoning (2025-07-23),magnifying glass,Magnifying glass,23,Lollipop,0.6343711397762843,2.5714285714285716,3.5,3.0357142857142856,1.1099447542505654,1.0,3.0,2.0,4.0,1.0,3.0,4.0,4.0,3.0
1739,OpenAI: o3 w/ GPT-image-1 - Multiple Context - High Reasoning (2025-07-23),hammer,Hammer,24,Chair,0.6122911911027547,1.3333333333333333,1.5,1.4166666666666665,0.5492541459377642,1.0,1.0,3.0,1.0,1.0,1.0,,1.0,2.0
1740,OpenAI: o3 w/ GPT-image-1 - Multiple Context - High Reasoning (2025-07-23),chair,Chair,25,Chair,0.5452904006405492,3.2857142857142856,5.0,4.142857142857142,1.8837969116320101,2.0,4.0,4.0,2.0,4.0,4.0,3.0,5.0,5.0
1741,OpenAI: o3 w/ GPT-image-1 - Multiple Context - High Reasoning (2025-07-23),flag,Flag,26,Flag,0.5048827596669067,4.333333333333333,5.0,4.666666666666666,2.3105471215544355,5.0,1.0,5.0,5.0,5.0,5.0,,5.0,5.0
1742,OpenAI: o3 w/ GPT-image-1 - Multiple Context - High Reasoning (2025-07-23),door frame,Door frame,27,Door,0.6329439046769518,3.8,5.0,4.4,1.615046819421412,3.0,5.0,2.0,4.0,5.0,,,5.0,5.0
1743,OpenAI: o3 w/ GPT-image-1 - Multiple Context - High Reasoning (2025-07-23),eyeglasses,Eyeglasses,28,Glasses,0.6597435356665721,3.5,5.0,4.25,1.4460899734170687,3.0,4.0,2.0,5.0,3.0,4.0,,5.0,5.0
1744,OpenAI: o3 w/ GPT-image-1 - Multiple Context - High Reasoning (2025-07-23),anchor,Anchor,29,Shovel,0.5969217655525534,2.3333333333333335,3.0,2.666666666666667,1.0748752918598579,1.0,1.0,2.0,4.0,5.0,1.0,,3.0,3.0
1745,OpenAI: o3 w/ GPT-image-1 - Multiple Context - High Reasoning (2025-07-23),hd monogram,HD monogram,30,Fish bones,0.7482943265112354,3.2,1.0,2.1,0.5285819143264057,5.0,2.0,1.0,4.0,4.0,,,1.0,1.0
1746,OpenAI: o3 w/ GPT-image-1 - Multiple Context - High Reasoning (2025-07-23),stick figure,Stick figure,31,Balloon,0.7324644726199256,3.4285714285714284,2.5,2.9642857142857144,0.7930517418766491,3.0,1.0,5.0,4.0,3.0,5.0,3.0,2.0,3.0
1747,OpenAI: o3 w/ GPT-image-1 - Multiple Context - High Reasoning (2025-07-23),claw hammer,Claw hammer,32,Goblet,0.6384694570046723,1.0,1.0,1.0,0.3615305429953277,1.0,1.0,1.0,1.0,,,,1.0,1.0
1748,OpenAI: o3 w/ GPT-image-1 - Multiple Context - High Reasoning (2025-07-23),golf club,Golf club,33,Plunger,0.6658658756083077,1.0,1.5,1.25,0.4176676554896154,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
1749,OpenAI: o3 w/ GPT-image-1 - Multiple Context - High Reasoning (2025-07-23),owl,Owl,34,Bow tie - Owl,0.6572361578806541,1.5,2.0,1.75,0.5998367237088552,1.0,2.0,1.0,2.0,1.0,2.0,,3.0,1.0
1750,OpenAI: o3 w/ GPT-image-1 - Multiple Context - High Reasoning (2025-07-23),owl,Owl,35,Bow tie - Owl,0.6634528351709783,1.8,2.0,1.9,0.6394396131751412,2.0,2.0,1.0,1.0,3.0,,,3.0,1.0
1751,OpenAI: o3 w/ GPT-image-1 - Multiple Context - High Reasoning (2025-07-23),anchor,Anchor,36,Broom,0.5772467939690892,2.0,4.0,3.0,1.2682596180927326,1.0,1.0,2.0,3.0,2.0,3.0,,5.0,3.0
1752,OpenAI: o3 w/ GPT-image-1 - Multiple Context - High Reasoning (2025-07-23),club symbol,Club symbol,37,Clubs symbol,0.6776882472823819,3.1666666666666665,5.0,4.083333333333333,1.3161063235969406,4.0,2.0,5.0,2.0,4.0,2.0,,5.0,5.0
1753,OpenAI: o3 w/ GPT-image-1 - Multiple Context - High Reasoning (2025-07-23),shamrock,Shamrock,38,Clubs symbol - Ice cream,0.5910450288294253,1.8333333333333333,2.0,1.9166666666666665,0.7838303614102681,2.0,1.0,1.0,3.0,3.0,1.0,,2.0,2.0
1754,OpenAI: o3 w/ GPT-image-1 - Multiple Context - High Reasoning (2025-07-23),butterfly,Butterfly,39,Clubs symbol - Ice cream,0.6294757245258944,1.0,1.0,1.0,0.3705242754741056,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1755,OpenAI: o3 w/ GPT-image-1 - Multiple Context - High Reasoning (2025-07-23),ep,EP,40,Mug,0.6494578485259365,2.0,1.0,1.5,0.5258132272110954,4.0,2.0,1.0,2.0,1.0,,,1.0,1.0
1756,OpenAI: o3 w/ GPT-image-1 - Multiple Context - High Reasoning (2025-07-23),flag,Flag,41,Mug,0.6527248385613104,1.1666666666666667,1.0,1.0833333333333335,0.37621475822524714,2.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0
1757,OpenAI: o3 w/ GPT-image-1 - Multiple Context - High Reasoning (2025-07-23),grid,Grid,42,Window - Grid,0.4461387803125867,4.0,5.0,4.5,2.49237548859336,4.0,5.0,5.0,4.0,3.0,3.0,,5.0,5.0
1758,OpenAI: o3 w/ GPT-image-1 - Multiple Context - High Reasoning (2025-07-23),power symbol,Power symbol,43,Mouse,0.7158409820449328,2.2,1.0,1.6,0.45465442872810746,1.0,2.0,3.0,4.0,1.0,,,1.0,1.0
1759,OpenAI: o3 w/ GPT-image-1 - Multiple Context - High Reasoning (2025-07-23),coffee cup,Coffee cup,44,Computer Mouse,0.7324056829010255,1.0,1.0,1.0,0.2675943170989745,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0
1760,OpenAI: o3 w/ GPT-image-1 - Multiple Context - High Reasoning (2025-07-23),magnifying glass,Magnifying glass,45,Clock,0.5855004902475762,1.0,1.0,1.0,0.4144995097524238,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0
1761,OpenAI: o3 w/ GPT-image-1 - Multiple Context - High Reasoning (2025-07-23),figure eight,Figure eight,46,Lightbulb - Ice Cream,0.7069768704241428,1.2,1.0,1.1,0.3223254425334429,2.0,1.0,1.0,1.0,1.0,,,1.0,1.0
1762,OpenAI: o3 w/ GPT-image-1 - Multiple Context - High Reasoning (2025-07-23),glasses,Glasses,47,Computer Mouse,0.8511684216890806,1.1666666666666667,1.0,1.0833333333333335,0.1612342098368294,1.0,1.0,1.0,1.0,1.0,2.0,,1.0,1.0
1763,OpenAI: o3 w/ GPT-image-1 - Multiple Context - High Reasoning (2025-07-23),letter t,Letter T,48,Letter T,0.6196442811846602,5.0,5.0,5.0,1.9017785940766991,5.0,5.0,5.0,5.0,5.0,5.0,,5.0,5.0
1764,OpenAI: o3 w/ GPT-image-1 - Multiple Context - High Reasoning (2025-07-23),ice cream,Ice cream,49,Heart,0.5711914979083924,2.0,3.0,2.5,1.072021255229019,2.0,2.0,3.0,1.0,2.0,2.0,,3.0,3.0
1765,OpenAI: o3 w/ GPT-image-1 - Multiple Context - High Reasoning (2025-07-23),anchor,Anchor,50,Stick Figure,0.6767454424369007,1.1666666666666667,1.0,1.0833333333333335,0.35019243736002426,1.0,1.0,1.0,2.0,1.0,1.0,,1.0,1.0
1766,OpenAI: o3 w/ GPT-image-1 - Multiple Context - High Reasoning (2025-07-23),key,Key,51,Television,0.6344956971999075,1.0,1.0,1.0,0.3655043028000925,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0
1767,OpenAI: o3 w/ GPT-image-1 - Multiple Context - High Reasoning (2025-07-23),capital f,Capital F,52,Letter F,0.6853657836486973,4.6,5.0,4.8,1.510244238486253,4.0,5.0,5.0,4.0,5.0,,,5.0,5.0
1768,OpenAI: o3 w/ GPT-image-1 - Multiple Context - High Reasoning (2025-07-23),sailboat,Sailboat,53,Sailboat,0.6746837943221582,4.833333333333333,5.0,4.916666666666666,1.599471344582722,5.0,5.0,5.0,4.0,5.0,5.0,,5.0,5.0
1769,OpenAI: o3 w/ GPT-image-1 - Multiple Context - High Reasoning (2025-07-23),music note,music note,54,Music Note,0.5702566768448688,4.333333333333333,5.0,4.666666666666666,2.005468841390612,5.0,5.0,4.0,5.0,3.0,4.0,,5.0,5.0
1770,OpenAI: o3 w/ GPT-image-1 - Multiple Context - High Reasoning (2025-07-23),martini glass,Martini glass,55,Yield Sign - Martini Glass,0.5813663731940197,4.2,5.0,4.6,1.9257146833075092,5.0,4.0,5.0,5.0,2.0,,,5.0,5.0
1771,OpenAI: o3 w/ GPT-image-1 - Multiple Context - High Reasoning (2025-07-23),half k,Half k,56,Clock,0.5874327098174441,1.6,1.0,1.3,0.5363374772373227,1.0,1.0,2.0,1.0,3.0,,,1.0,1.0
1772,OpenAI: o3 w/ GPT-image-1 - Multiple Context - High Reasoning (2025-07-23),letter z,Letter Z,57,Hourglass,0.4898972947782638,1.75,1.0,1.375,0.7013912196798873,1.0,2.0,3.0,1.0,,,,1.0,1.0
1773,OpenAI: o3 w/ GPT-image-1 - Multiple Context - High Reasoning (2025-07-23),umbrella,Umbrella,58,Umbrella,0.4292901565322177,4.833333333333333,5.0,4.916666666666666,2.805990063716596,5.0,5.0,5.0,4.0,5.0,5.0,,5.0,5.0
1774,OpenAI: o3 w/ GPT-image-1 - Multiple Context - High Reasoning (2025-07-23),up arrow,Up arrow,59,Pine tree,0.5752668834094511,4.0,4.0,4.0,1.6989324663621956,4.0,4.0,5.0,3.0,4.0,,,4.0,4.0
1775,OpenAI: o3 w/ GPT-image-1 - Multiple Context - High Reasoning (2025-07-24),ladder,Ladder,1,Ladder,0.4751185628015861,5.0,5.0,5.0,2.6244071859920695,5.0,5.0,5.0,5.0,5.0,5.0,,5.0,5.0
1776,OpenAI: o3 w/ GPT-image-1 - Multiple Context - High Reasoning (2025-07-24),ladder,Ladder,2,Ladder,0.6610531487654556,4.5,5.0,4.75,1.6099975433640858,5.0,4.0,4.0,5.0,4.0,5.0,,5.0,5.0
1777,OpenAI: o3 w/ GPT-image-1 - Multiple Context - High Reasoning (2025-07-24),dumbbell,Dumbbell,3,Glasses,0.6845673981674806,1.1666666666666667,1.0,1.0833333333333335,0.34171865198522944,2.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0
1778,OpenAI: o3 w/ GPT-image-1 - Multiple Context - High Reasoning (2025-07-24),binoculars,Binoculars,4,Glasses,0.5468725449723439,2.4,4.0,3.2,1.4500078560884995,2.0,2.0,1.0,4.0,3.0,,,3.0,5.0
1779,OpenAI: o3 w/ GPT-image-1 - Multiple Context - High Reasoning (2025-07-24),glasses,Glasses,5,Glasses,0.5451123909099757,2.3333333333333335,4.5,3.416666666666667,1.5541993310575832,4.0,1.0,2.0,3.0,1.0,3.0,,5.0,4.0
1780,OpenAI: o3 w/ GPT-image-1 - Multiple Context - High Reasoning (2025-07-24),binoculars,Binoculars,6,Glasses,0.6296458064862441,2.5,3.5,3.0,1.1110625805412675,3.0,3.0,3.0,2.0,2.0,2.0,,4.0,3.0
1781,OpenAI: o3 w/ GPT-image-1 - Multiple Context - High Reasoning (2025-07-24),pine tree,Pine tree,7,Pine Tree,0.5548532022011824,3.0,4.5,3.75,1.669300491745566,2.0,2.0,4.0,3.0,4.0,,,4.0,5.0
1782,OpenAI: o3 w/ GPT-image-1 - Multiple Context - High Reasoning (2025-07-24),butterfly,Butterfly,8,Butterfly,0.6411043581205884,3.3333333333333335,5.0,4.166666666666667,1.4953985078308818,3.0,3.0,5.0,3.0,4.0,2.0,,5.0,5.0
1783,OpenAI: o3 w/ GPT-image-1 - Multiple Context - High Reasoning (2025-07-24),butterfly,Butterfly,9,Butterfly,0.6425347026663212,3.2,5.0,4.1,1.465607719068083,2.0,4.0,1.0,5.0,4.0,,,5.0,5.0
1784,OpenAI: o3 w/ GPT-image-1 - Multiple Context - High Reasoning (2025-07-24),pitchfork,Pitchfork,10,Comb - Pitchfork,0.6756697358651155,4.666666666666667,5.0,4.833333333333334,1.567596276651942,4.0,4.0,5.0,5.0,5.0,5.0,,5.0,5.0
1785,OpenAI: o3 w/ GPT-image-1 - Multiple Context - High Reasoning (2025-07-24),pitchfork,Pitchfork,11,Comb - Pitchfork,0.6226273261756372,4.5,5.0,4.75,1.7925202006657233,4.0,5.0,4.0,5.0,4.0,5.0,,5.0,5.0
1786,OpenAI: o3 w/ GPT-image-1 - Multiple Context - High Reasoning (2025-07-24),wine glass,Wine glass,12,Goblet,0.6350097299355925,4.833333333333333,5.0,4.916666666666666,1.794535494483337,5.0,4.0,5.0,5.0,5.0,5.0,,5.0,5.0
1787,OpenAI: o3 w/ GPT-image-1 - Multiple Context - High Reasoning (2025-07-24),wine glass,Wine glass,13,Goblet,0.6759272535859652,5.0,5.0,5.0,1.620363732070174,5.0,5.0,5.0,5.0,5.0,5.0,,5.0,5.0
1788,OpenAI: o3 w/ GPT-image-1 - Multiple Context - High Reasoning (2025-07-24),headphones,Headphones,14,Computer Mouse,0.7418457479906454,4.666666666666667,5.0,4.833333333333334,1.2477455513785474,5.0,4.0,5.0,4.0,5.0,5.0,,5.0,5.0
1789,OpenAI: o3 w/ GPT-image-1 - Multiple Context - High Reasoning (2025-07-24),house,House,15,House,0.5604145691220367,3.6666666666666665,4.5,4.083333333333333,1.7949738427516835,3.0,5.0,4.0,3.0,3.0,4.0,,5.0,4.0
1790,OpenAI: o3 w/ GPT-image-1 - Multiple Context - High Reasoning (2025-07-24),house,House,60,House,0.5476538878373272,3.5,5.0,4.25,1.9224709766913595,4.0,4.0,4.0,2.0,4.0,3.0,,5.0,5.0
1791,OpenAI: o3 w/ GPT-image-1 - Multiple Context - High Reasoning (2025-07-24),location pin,Location pin,16,Ice cream,0.5213069155657604,3.0,4.0,3.5,1.6754257955198386,3.0,4.0,2.0,4.0,2.0,,,4.0,4.0
1792,OpenAI: o3 w/ GPT-image-1 - Multiple Context - High Reasoning (2025-07-24),wine glass,wine glass,17,Ice cream,0.6339653089357414,1.3333333333333333,1.0,1.1666666666666665,0.4270404729083016,2.0,1.0,1.0,2.0,1.0,1.0,,1.0,1.0
1793,OpenAI: o3 w/ GPT-image-1 - Multiple Context - High Reasoning (2025-07-24),ice cream,Ice cream,18,Ice cream,0.6847597069012321,4.0,4.0,4.0,1.2609611723950716,5.0,3.0,5.0,5.0,1.0,5.0,,5.0,3.0
1794,OpenAI: o3 w/ GPT-image-1 - Multiple Context - High Reasoning (2025-07-24),currency symbol,Currency symbol,19,Computer Mouse,0.859309544470196,1.2,1.5,1.35,0.18993211496523538,1.0,2.0,1.0,1.0,1.0,,,1.0,2.0
1795,OpenAI: o3 w/ GPT-image-1 - Multiple Context - High Reasoning (2025-07-24),keyhole,Keyhole,20,Crystal ball - Person Outline,0.6219390375192231,2.0,3.5,2.75,1.0396676468221364,2.0,4.0,1.0,1.0,2.0,2.0,,5.0,2.0
1796,OpenAI: o3 w/ GPT-image-1 - Multiple Context - High Reasoning (2025-07-24),magnifying glass,Magnifying glass,21,Crystal ball - Person Outline,0.7380031106155932,1.5,1.0,1.25,0.3274961117305085,3.0,1.0,1.0,2.0,1.0,1.0,,1.0,1.0
1797,OpenAI: o3 w/ GPT-image-1 - Multiple Context - High Reasoning (2025-07-24),play button,Play button,22,Fish,0.7208342020855323,2.5,1.0,1.75,0.4885401463503185,4.0,2.0,2.0,4.0,2.0,1.0,,1.0,1.0
1798,OpenAI: o3 w/ GPT-image-1 - Multiple Context - High Reasoning (2025-07-24),lollipop,Lollipop,23,Lollipop,0.6343711397762843,4.5,5.0,4.75,1.7367370860626494,5.0,5.0,4.0,3.0,5.0,5.0,,5.0,5.0
